HOME TEAM,Eagan Wave,,,,,,,,,,,,,,,,,,,
AWAY TEAM,Flash,,,,,,,,,,,,,,,,,,,
H1 COMMENTS,,,,,,,,,,,,,,,,,,,,
,HT,"Very dangerous with corner kicks, they have players with strong legs",,,,,,,,,,,,,,,,,,
,HT,Need to watch outside shots with their strong legs,,,,,,,,,,,,,,,,,,
,AT,Defense is playing very well with shape and tackling,,,,,,,,,,,,,,,,,,
AT H2 PASSING TREE,Node 1,Node 2,Node 3,Node 4,Node 5,Node 6,Node 7,Node 8,Node 9,Node  10,Node 11,Node 12,Node 13,Node 14,Node 15,Node 16,Node 17,Node 18,Node 19,Node 20
,4,3,,,,,,,,,,,,,,,,,,
,4,8,4,,,,,,,,,,,,,,,,,
,9,8,,,,,,,,,,,,,,,,,,
,10,9,,,,,,,,,,,,,,,,,,
,2,7,,,,,,,,,,,,,,,,,,
,2,8,,,,,,,,,,,,,,,,,,
,8,11,7,,,,,,,,,,,,,,,,,
,8,10,,,,,,,,,,,,,,,,,,
,8,10,,,,,,,,,,,,,,,,,,
,4,8,,,,,,,,,,,,,,,,,,
H2 COMMENTS,,,,,,,,,,,,,,,,,,,,
,AT,Team did not give up even though down by multiple goals and kept fighting up until the end,,,,,,,,,,,,,,,,,,
,AT,Don’t take shots from impossible wide angles when you have a better option to pass to across the goal,,,,,,,,,,,,,,,,,,
,AT,Center mid is not doing a good job of distributing the ball,,,,,,,,,,,,,,,,,,
